rank	word	freq	cum_freq	cum_pct
160	开始	997	754392	54.5124
161	东西	997	755389	54.5844
162	懂	997	756386	54.6565
163	学校	995	757381	54.7284
164	回去	978	758359	54.7990
165	死	971	759330	54.8692
166	呵呵	966	760296	54.9390
167	别人	954	761250	55.0079
168	可爱	950	762200	55.0766
169	哎	943	763143	55.1447
170	他们	940	764083	55.2127
171	听	936	765019	55.2803
172	上班	930	765949	55.3475
173	更	924	766873	55.4143
174	钱	922	767795	55.4809
175	咯	919	768714	55.5473
176	里	913	769627	55.6133
177	不错	912	770539	55.6792
178	问题	911	771450	55.7450
179	只	907	772357	55.8105
180	咋	893	773250	55.8751
181	别	889	774139	55.9393
182	早	885	775024	56.0033
183	工作	881	775905	56.0669
184	以为	871	776776	56.1299
185	晚安	871	777647	56.1928
186	睡觉	866	778513	56.2554
187	肯定	861	779374	56.3176
188	像	854	780228	56.3793
189	问	839	781067	56.4399
190	手机	837	781904	56.5004
191	不想	835	782739	56.5607
192	如果	830	783569	56.6207
193	月	823	784392	56.6802
194	可是	817	785209	56.7392
195	很多	815	786024	56.7981
196	但	811	786835	56.8567
197	下次	809	787644	56.9152
198	拍	803	788447	56.9732
199	哒	801	789248	57.0311
200	号	797	790045	57.0887
201	告诉	793	790838	57.1460
202	喝	790	791628	57.2031
203	吃饭	790	792418	57.2601
204	一点	788	793206	57.3171
205	准备	788	793994	57.3740
206	这种	778	794772	57.4302
207	老师	778	795550	57.4865
208	姐姐	777	796327	57.5426
209	话	774	797101	57.5985
210	人家	770	797871	57.6542
211	记得	768	798639	57.7097
212	亲	765	799404	57.7650
213	比较	764	800168	57.8202
214	发现	762	800930	57.8752
215	希望	762	801692	57.9303
216	一天	760	802452	57.9852
217	几天	742	803194	58.0388
218	没事	737	803931	58.0921
219	约	735	804666	58.1452
220	见	730	805396	58.1979
221	的话	726	806122	58.2504
222	可	723	806845	58.3026
223	怕	722	807567	58.3548
224	换	722	808289	58.4070
225	厉害	722	809011	58.4592
226	瘦	716	809727	58.5109
227	老	715	810442	58.5626
228	只有	711	811153	58.6139
229	需要	710	811863	58.6652
230	不到	705	812568	58.7162
231	事	704	813272	58.7671
232	地方	701	813973	58.8177
233	照片	699	814672	58.8682
234	它	698	815370	58.9187
235	嘿嘿	697	816067	58.9690
236	好多	685	816752	59.0185
237	昨天	685	817437	59.0680
238	孩子	685	818122	59.1175
239	必须	683	818805	59.1669
240	写	681	819486	59.2161
241	不用	678	820164	59.2651
242	幸福	670	820834	59.3135
243	拿	661	821495	59.3613
244	干嘛	659	822154	59.4089
245	特别	658	822812	59.4564
246	送	658	823470	59.5040
247	天天	657	824127	59.5514
248	大家	655	824782	59.5988
249	真是	653	825435	59.6460
250	从	651	826086	59.6930
251	两个	647	826733	59.7397
252	狗	644	827377	59.7863
253	哟	643	828020	59.8327
254	羡慕	642	828662	59.8791
255	求	642	829304	59.9255
256	阿	642	829946	59.9719
257	一次	641	830587	60.0182
258	每天	641	831228	60.0646
259	天	640	831868	60.1108
260	发	640	832508	60.1570
261	你好	639	833147	60.2032
262	休息	632	833779	60.2489
263	意思	632	834411	60.2946
264	胖	628	835039	60.3399
265	多少	626	835665	60.3852
266	哭	626	836291	60.4304
267	不行	625	836916	60.4756
268	跑	622	837538	60.5205
269	之前	617	838155	60.5651
270	噢	617	838772	60.6097
271	先	613	839385	60.6540
272	帮	608	839993	60.6979
273	快乐	606	840599	60.7417
274	不了	606	841205	60.7855
275	您	606	841811	60.8293
276	还好	605	842416	60.8730
277	为	605	843021	60.9167
278	年	597	843618	60.9599
279	美	594	844212	61.0028
280	认识	593	844805	61.0456
281	后	592	845397	61.0884
282	而且	591	845988	61.1311
283	反正	583	846571	61.1732
284	以前	577	847148	61.2149
285	笑	571	847719	61.2562
286	呗	570	848289	61.2974
287	我家	569	848858	61.3385
288	生活	567	849425	61.3795
289	出去	564	849989	61.4202
290	最后	563	850552	61.4609
291	还要	561	851113	61.5014
292	中	552	851665	61.5413
293	估计	549	852214	61.5810
294	哪个	547	852761	61.6205
295	下午	539	853300	61.6595
296	衣服	537	853837	61.6983
297	长	536	854373	61.7370
298	原来	534	854907	61.7756
299	直接	533	855440	61.8141
300	恩	533	855973	61.8526
301	当	527	856500	61.8907
302	开	526	857026	61.9287
303	黑	523	857549	61.9665
304	这是	522	858071	62.0042
305	北京	522	858593	62.0420
306	不敢	518	859111	62.0794
307	本来	516	859627	62.1167
308	这里	507	860134	62.1533
309	男朋友	503	860637	62.1897
310	结婚	501	861138	62.2259
311	嘻嘻	499	861637	62.2619
312	当然	498	862135	62.2979
313	唉	498	862633	62.3339
314	过来	498	863131	62.3699
315	机会	497	863628	62.4058
316	在家	494	864122	62.4415
317	宝宝	494	864616	62.4772
318	难道	494	865110	62.5129
319	冷	493	865603	62.5485
320	只能	493	866096	62.5841
321	放假	491	866587	62.6196
322	有人	490	867077	62.6550
323	努力	489	867566	62.6903
324	陪	485	868051	62.7254
325	该	484	868535	62.7604
326	忙	480	869015	62.7950
327	滴	480	869495	62.8297
328	出	477	869972	62.8642
329	脸	473	870445	62.8984
330	我会	471	870916	62.9324
331	男	470	871386	62.9664
332	小时	469	871855	63.0003
333	高	469	872324	63.0342
334	注意	468	872792	63.0680
335	刚	467	873259	63.1017
336	有没有	466	873725	63.1354
337	家	465	874190	63.1690
338	居然	463	874653	63.2024
339	回复	461	875114	63.2358
340	前	459	875573	63.2689
341	辛苦	458	876031	63.3020
342	行	457	876488	63.3350
343	为啥	457	876945	63.3681
344	生日快乐	456	877401	63.4010
345	猜	455	877856	63.4339
346	那种	450	878306	63.4664
347	为了	450	878756	63.4989
348	周末	449	879205	63.5314
349	住	447	879652	63.5637
350	新	444	880096	63.5958
351	几个	443	880539	63.6278
352	差不多	442	880981	63.6597
353	头发	441	881422	63.6916
354	心情	439	881861	63.7233
355	哥哥	438	882299	63.7549
356	头像	438	882737	63.7866
357	额	438	883175	63.8182
358	过去	434	883609	63.8496
359	恭喜	433	884042	63.8809
360	同学	432	884474	63.9121
361	看见	432	884906	63.9433
362	男人	431	885337	63.9745
363	容易	429	885766	64.0055
364	赶紧	428	886194	64.0364
365	早上	427	886621	64.0673
366	啥时候	426	887047	64.0980
367	继续	424	887471	64.1287
368	今年	424	887895	64.1593
369	每次	424	888319	64.1900
370	少	423	888742	64.2205
371	要是	423	889165	64.2511
372	饿	417	889582	64.2812
373	毕业	415	889997	64.3112
374	早点	413	890410	64.3410
375	而已	413	890823	64.3709
376	虽然	412	891235	64.4007
377	啊啊啊	411	891646	64.4304
378	一般	406	892052	64.4597
379	诶	406	892458	64.4890
380	超级	404	892862	64.5182
381	起	404	893266	64.5474
382	放	402	893668	64.5765
383	木有	402	894070	64.6055
384	确实	401	894471	64.6345
385	哼	401	894872	64.6635
386	看来	399	895271	64.6923
387	电影	398	895669	64.7211
388	你家	398	896067	64.7498
389	突然	397	896464	64.7785
390	热	397	896861	64.8072
391	减肥	396	897257	64.8358
392	哥	396	897653	64.8644
393	今晚	395	898048	64.8930
394	说话	395	898443	64.9215
395	坐	393	898836	64.9499
396	不然	391	899227	64.9782
397	名字	389	899616	65.0063
398	关注	389	900005	65.0344
399	漂亮	389	900394	65.0625
400	相信	387	900781	65.0905
401	骂	387	901168	65.1184
402	这些	387	901555	65.1464
403	身体	386	901941	65.1743
404	肉	385	902326	65.2021
405	事情	384	902710	65.2298
406	忘	381	903091	65.2574
407	终于	381	903472	65.2849
408	妹子	381	903853	65.3124
409	卖	378	904231	65.3398
410	腿	377	904608	65.3670
411	上海	377	904985	65.3942
412	怎么样	376	905361	65.4214
413	想要	374	905735	65.4484
414	喔	373	906108	65.4754
415	结果	370	906478	65.5021
416	怎么办	370	906848	65.5289
417	家里	370	907218	65.5556
418	祝	368	907586	65.5822
419	之后	367	907953	65.6087
420	考试	367	908320	65.6352
421	重要	367	908687	65.6617
422	心里	367	909054	65.6883
423	里面	361	909415	65.7144
424	并	361	909776	65.7404
425	办法	359	910135	65.7664
426	可怜	358	910493	65.7922
427	看着	358	910851	65.8181
428	拉	357	911208	65.8439
429	连	357	911565	65.8697
430	亲爱	356	911921	65.8954
431	成都	356	912277	65.9212
432	找到	355	912632	65.9468
433	干	354	912986	65.9724
434	女朋友	353	913339	65.9979
435	考	353	913692	66.0234
436	撒	352	914044	66.0488
437	只要	352	914396	66.0743
438	样子	351	914747	66.0996
439	过年	350	915097	66.1249
440	期待	350	915447	66.1502
441	姐	348	915795	66.1754
442	两天	347	916142	66.2004
443	生日	343	916485	66.2252
444	一年	341	916826	66.2499
445	马上	341	917167	66.2745
446	猫	340	917507	66.2991
447	上课	337	917844	66.3234
448	或者	336	918180	66.3477
449	女	335	918515	66.3719
450	女人	334	918849	66.3961
451	大学	334	919183	66.4202
452	弄	333	919516	66.4443
453	累	333	919849	66.4683
454	好久	333	920182	66.4924
455	心疼	332	920514	66.5164
456	错	331	920845	66.5403
457	广州	327	921172	66.5639
458	完全	327	921499	66.5875
459	最好	325	921824	66.6110
460	无聊	322	922146	66.6343
461	其他	322	922468	66.6576
462	眼睛	321	922789	66.6808
463	搞	319	923108	66.7038
464	适合	318	923426	66.7268
465	昨晚	316	923742	66.7496
466	俩	316	924058	66.7725
467	刚刚	315	924373	66.7952
468	饭	315	924688	66.8180
469	打算	315	925003	66.8407
470	关系	315	925318	66.8635
471	睡不着	315	925633	66.8863
472	各种	314	925947	66.9090
473	女生	314	926261	66.9316
474	请问	314	926575	66.9543
475	那些	311	926886	66.9768
476	中午	310	927196	66.9992
477	老公	309	927505	67.0215
478	人生	309	927814	67.0439
479	出门	309	928123	67.0662
480	主要	308	928431	67.0884
481	那里	307	928738	67.1106
482	宿舍	306	929044	67.1327
483	竟然	305	929349	67.1548
484	一句	305	929654	67.1768
485	这边	305	929959	67.1989
486	字	305	930264	67.2209
487	分	303	930567	67.2428
488	而	303	930870	67.2647
489	有空	303	931173	67.2866
490	就要	302	931475	67.3084
491	总	302	931777	67.3302
492	越来越	301	932078	67.3520
493	上次	301	932379	67.3737
494	世界	300	932679	67.3954
495	晚	300	932979	67.4171
496	抱抱	299	933278	67.4387
497	经常	298	933576	67.4602
498	哪儿	298	933874	67.4818
499	那边	298	934172	67.5033
500	倒	296	934468	67.5247
501	理解	295	934763	67.5460
502	呦	294	935057	67.5672
503	讨厌	294	935351	67.5885
504	假	293	935644	67.6097
505	不好意思	291	935935	67.6307
506	永远	290	936225	67.6516
507	心	290	936515	67.6726
508	地	289	936804	67.6935
509	毕竟	289	937093	67.7144
510	坚持	289	937382	67.7352
511	推荐	289	937671	67.7561
512	加	288	937959	67.7769
513	讲	287	938246	67.7977
514	一些	286	938532	67.8183
515	试试	286	938818	67.8390
516	车	286	939104	67.8597
517	下雨	286	939390	67.8803
518	赞	285	939675	67.9009
519	算	284	939959	67.9215
520	天气	283	940242	67.9419
521	学	283	940525	67.9624
522	傻	282	940807	67.9827
523	超	281	941088	68.0030
524	梦	280	941368	68.0233
525	遇到	280	941648	68.0435
526	呐	279	941927	68.0637
527	女神	279	942206	68.0838
528	祝福	279	942485	68.1040
529	情况	279	942764	68.1242
530	客气	277	943041	68.1442
531	明明	276	943317	68.1641
532	掉	275	943592	68.1840
533	不够	274	943866	68.2038
534	欢迎	274	944140	68.2236
535	时	273	944413	68.2433
536	不管	272	944685	68.2630
537	这次	270	944955	68.2825
538	到底	269	945224	68.3019
539	花	269	945493	68.3213
540	是因为	269	945762	68.3408
541	有些	268	946030	68.3602
542	帅	268	946298	68.3795
543	根本	268	946566	68.3989
544	明白	267	946833	68.4182
545	嗨	267	947100	68.4375
546	抢	267	947367	68.4568
547	非常	267	947634	68.4761
548	可惜	267	947901	68.4954
549	单身	266	948167	68.5146
550	与	263	948430	68.5336
551	妹妹	263	948693	68.5526
552	公司	262	948955	68.5715
553	男生	262	949217	68.5904
554	才能	261	949478	68.6093
555	小心	259	949737	68.6280
556	想想	259	949996	68.6467
557	别的	258	950254	68.6654
558	仙女	258	950512	68.6840
559	图	258	950770	68.7027
560	吖	257	951027	68.7212
561	后来	257	951284	68.7398
562	看过	257	951541	68.7584
563	够	256	951797	68.7769
564	好玩	255	952052	68.7953
565	专业	255	952307	68.8137
566	大概	255	952562	68.8322
567	们	255	952817	68.8506
568	大哥	254	953071	68.8689
569	总是	254	953325	68.8873
570	当时	254	953579	68.9056
571	手	253	953832	68.9239
572	慢慢	253	954085	68.9422
573	抱	252	954337	68.9604
574	听说	251	954588	68.9786
575	外面	251	954839	68.9967
576	早安	250	955089	69.0148
577	站	250	955339	69.0328
578	丑	250	955589	69.0509
579	唱	250	955839	69.0690
580	感冒	250	956089	69.0870
581	晓得	250	956339	69.1051
582	了解	249	956588	69.1231
583	电话	249	956837	69.1411
584	路	249	957086	69.1591
585	真心	249	957335	69.1771
586	岁	248	957583	69.1950
587	每个	248	957831	69.2129
588	哎呀	248	958079	69.2308
589	支持	248	958327	69.2487
590	随便	248	958575	69.2667
591	年轻	248	958823	69.2846
592	正常	247	959070	69.3024
593	差	247	959317	69.3203
594	宝贝	245	959562	69.3380
595	除了	245	959807	69.3557
596	冬天	244	960051	69.3733
597	怪	244	960295	69.3909
598	毛	244	960539	69.4086
599	一个月	243	960782	69.4261
600	成	243	961025	69.4437
601	不吃	243	961268	69.4613
602	妈妈	243	961511	69.4788
603	开学	242	961753	69.4963
604	老板	242	961995	69.5138
605	后面	241	962236	69.5312
606	表示	241	962477	69.5486
607	耍	240	962717	69.5660
608	生	240	962957	69.5833
609	联系	239	963196	69.6006
610	下去	238	963434	69.6178
611	蛮	237	963671	69.6349
612	夏天	237	963908	69.6520
613	表情	237	964145	69.6691
614	分手	237	964382	69.6863
615	难过	236	964618	69.7033
616	明年	236	964854	69.7204
617	没什么	236	965090	69.7374
618	三个	236	965326	69.7545
619	第一次	235	965561	69.7715
620	简直	234	965795	69.7884
621	拍照	234	966029	69.8053
622	却	234	966263	69.8222
623	味道	234	966497	69.8391
624	再说	233	966730	69.8559
625	见到	232	966962	69.8727
626	到时候	232	967194	69.8895
627	喊	230	967424	69.9061
628	愿意	229	967653	69.9226
629	变	229	967882	69.9392
630	那天	229	968111	69.9557
631	难	228	968339	69.9722
632	夸	228	968567	69.9887
633	越	227	968794	70.0051
634	一种	226	969020	70.0214
635	有钱	226	969246	70.0377
636	成功	226	969472	70.0541
637	武汉	226	969698	70.0704
638	喝酒	225	969923	70.0867
639	久	224	970147	70.1028
640	好不好	224	970371	70.1190
641	丢	224	970595	70.1352
642	怎样	223	970818	70.1513
643	无	223	971041	70.1674
644	起床	223	971264	70.1836
645	重庆	222	971486	70.1996
646	儿子	221	971707	70.2156
647	下来	221	971928	70.2315
648	赢	220	972148	70.2474
649	学生	220	972368	70.2633
650	可怕	220	972588	70.2792
651	不如	219	972807	70.2951
652	认真	218	973025	70.3108
653	对象	218	973243	70.3266
654	放心	218	973461	70.3423
655	棒	217	973678	70.3580
656	飞	217	973895	70.3737
657	早就	217	974112	70.3894
658	三	217	974329	70.4050
659	就算	216	974545	70.4206
660	不怕	216	974761	70.4363
661	醒	216	974977	70.4519
662	路上	215	975192	70.4674
663	暑假	215	975407	70.4829
664	想到	215	975622	70.4985
665	咱们	215	975837	70.5140
666	疼	215	976052	70.5295
667	确定	214	976266	70.5450
668	喂	214	976480	70.5605
669	有个	214	976694	70.5759
670	个人	214	976908	70.5914
671	辣	213	977121	70.6068
672	所有	213	977334	70.6222
673	远	213	977547	70.6376
674	活动	213	977760	70.6530
675	阿姨	212	977972	70.6683
676	洗	212	978184	70.6836
677	去年	212	978396	70.6989
678	选择	211	978607	70.7142
679	东北	211	978818	70.7294
680	恩恩	210	979028	70.7446
681	包	210	979238	70.7598
682	吓	210	979448	70.7749
683	更好	209	979657	70.7900
684	介绍	209	979866	70.8051
685	一张	209	980075	70.8202
686	绝对	209	980284	70.8353
687	麻烦	209	980493	70.8504
688	失眠	208	980701	70.8655
689	画	208	980909	70.8805
690	快点	207	981116	70.8955
691	离	207	981323	70.9104
692	班	206	981529	70.9253
693	便宜	206	981735	70.9402
694	鬼	206	981941	70.9551
695	美好	206	982147	70.9700
696	太阳	206	982353	70.9849
697	下班	206	982559	70.9997
698	杭州	205	982764	71.0146
699	刷	205	982969	71.0294
700	出现	203	983172	71.0440
701	剪	203	983375	71.0587
702	这句	202	983577	71.0733
703	嘞	202	983779	71.0879
704	加班	202	983981	71.1025
705	养	202	984183	71.1171
706	提前	202	984385	71.1317
707	日子	202	984587	71.1463
708	深圳	202	984789	71.1609
709	舒服	201	984990	71.1754
710	耶	201	985191	71.1899
711	找个	201	985392	71.2045
712	哪有	200	985592	71.2189
713	考虑	200	985792	71.2334
714	实在	200	985992	71.2478
715	姑娘	199	986191	71.2622
716	没错	199	986390	71.2766
717	躺	199	986589	71.2909
718	乖	198	986787	71.3053
719	感谢	198	986985	71.3196
720	害怕	198	987183	71.3339
721	旁边	198	987381	71.3482
722	激动	198	987579	71.3625
723	故事	197	987776	71.3767
724	嫉妒	196	987972	71.3909
725	感情	196	988168	71.4050
726	也好	196	988364	71.4192
727	没人	195	988559	71.4333
728	果然	195	988754	71.4474
729	追	195	988949	71.4615
730	高兴	195	989144	71.4756
731	敢	195	989339	71.4897
732	老婆	195	989534	71.5038
733	爱情	194	989728	71.5178
734	旅游	194	989922	71.5318
735	我来	193	990115	71.5457
736	愉快	193	990308	71.5597
737	抓	193	990501	71.5736
738	猪	193	990694	71.5876
739	没见	193	990887	71.6015
740	学姐	193	991080	71.6155
741	呆	192	991272	71.6293
742	书	191	991463	71.6431
743	新年快乐	191	991654	71.6569
744	大叔	190	991844	71.6707
745	忘记	190	992034	71.6844
746	俺	190	992224	71.6981
747	打电话	190	992414	71.7119
748	第一	190	992604	71.7256
749	南京	190	992794	71.7393
750	多久	190	992984	71.7530
751	已	189	993173	71.7667
752	她们	189	993362	71.7804
753	感动	189	993551	71.7940
754	作业	188	993739	71.8076
755	医生	188	993927	71.8212
756	度	188	994115	71.8348
757	纠结	188	994303	71.8484
758	头	188	994491	71.8619
759	放弃	188	994679	71.8755
760	珍惜	188	994867	71.8891
761	问问	187	995054	71.9026
762	下雪	187	995241	71.9161
763	如此	186	995427	71.9296
764	翻	186	995613	71.9430
765	熬夜	185	995798	71.9564
766	决定	185	995983	71.9698
767	票	185	996168	71.9831
768	尴尬	185	996353	71.9965
769	清楚	184	996537	72.0098
770	再见	184	996721	72.0231
771	难受	184	996905	72.0364
772	骗	183	997088	72.0496
773	不让	183	997271	72.0628
774	睡着	183	997454	72.0761
775	那样	183	997637	72.0893
776	不同	182	997819	72.1024
777	欺负	182	998001	72.1156
778	简单	182	998183	72.1287
779	平时	182	998365	72.1419
780	接受	182	998547	72.1550
781	下周	181	998728	72.1681
782	咬	181	998909	72.1812
783	进去	180	999089	72.1942
784	信	180	999269	72.2072
785	几点	180	999449	72.2202
786	原因	180	999629	72.2332
787	斤	180	999809	72.2462
788	长得	179	999988	72.2592
789	留	179	1000167	72.2721
790	好久没	179	1000346	72.2850
791	结束	179	1000525	72.2980
792	照顾	179	1000704	72.3109
793	安慰	179	1000883	72.3238
794	如何	179	1001062	72.3368
795	存在	179	1001241	72.3497
796	吹	178	1001419	72.3626
797	咱俩	177	1001596	72.3754
798	电脑	177	1001773	72.3881
799	西安	177	1001950	72.4009
800	水	176	1002126	72.4137
801	一切	176	1002302	72.4264
802	咱	176	1002478	72.4391
803	一只	176	1002654	72.4518
804	白天	176	1002830	72.4645
805	声音	176	1003006	72.4772
806	貌似	175	1003181	72.4899
807	算了	175	1003356	72.5025
808	身边	175	1003531	72.5152
809	我妈	175	1003706	72.5278
810	效果	175	1003881	72.5405
811	我刚	173	1004054	72.5530
812	空调	173	1004227	72.5655
813	星期	172	1004399	72.5779
814	对不起	172	1004571	72.5903
815	美丽	172	1004743	72.6028
816	医院	171	1004914	72.6151
817	小时候	171	1005085	72.6275
818	白	171	1005256	72.6398
819	健康	171	1005427	72.6522
820	教	170	1005597	72.6645
821	收到	170	1005767	72.6767
822	寝室	170	1005937	72.6890
823	运动	170	1006107	72.7013
824	参加	170	1006277	72.7136
825	贵	170	1006447	72.7259
826	长大	170	1006617	72.7382
827	转	170	1006787	72.7505
828	疯	169	1006956	72.7627
829	关心	169	1007125	72.7749
830	喵	169	1007294	72.7871
831	儿	169	1007463	72.7993
832	去过	169	1007632	72.8115
833	恨	169	1007801	72.8237
834	嫌弃	169	1007970	72.8359
835	照	168	1008138	72.8481
836	歌	168	1008306	72.8602
837	菜	168	1008474	72.8724
838	飞机	168	1008642	72.8845
839	伤心	168	1008810	72.8966
840	礼物	167	1008977	72.9087
841	颜色	167	1009144	72.9208
842	说明	167	1009311	72.9328
843	不来	167	1009478	72.9449
844	土豪	167	1009645	72.9570
845	后悔	167	1009812	72.9690
846	啥子	167	1009979	72.9811
847	煮	166	1010145	72.9931
848	弟弟	166	1010311	73.0051
849	有时候	166	1010477	73.0171
850	进	165	1010642	73.0290
851	我能	165	1010807	73.0409
852	方便	165	1010972	73.0529
853	学习	164	1011136	73.0647
854	选	164	1011300	73.0766
855	担心	164	1011464	73.0884
856	道理	164	1011628	73.1003
857	变成	163	1011791	73.1120
858	一条	163	1011954	73.1238
859	肿	162	1012116	73.1355
860	二	162	1012278	73.1472
861	帅哥	162	1012440	73.1589
862	直播	162	1012602	73.1706
863	游戏	162	1012764	73.1824
864	男神	161	1012925	73.1940
865	兄弟	161	1013086	73.2056
866	肚子	161	1013247	73.2173
867	聊	160	1013407	73.2288
868	生气	159	1013566	73.2403
869	读书	159	1013725	73.2518
870	改	159	1013884	73.2633
871	正	159	1014043	73.2748
872	后天	159	1014202	73.2863
873	值得	159	1014361	73.2978
874	基本	159	1014520	73.3092
875	呃	158	1014678	73.3207
876	晒	157	1014835	73.3320
877	聪明	157	1014992	73.3433
878	明显	157	1015149	73.3547
879	我怕	156	1015305	73.3660
880	好听	156	1015461	73.3772
881	卡	156	1015617	73.3885
882	厦门	156	1015773	73.3998
883	秀	155	1015928	73.4110
884	来说	155	1016083	73.4222
885	要求	155	1016238	73.4334
886	重点	155	1016393	73.4446
887	左右	155	1016548	73.4558
888	渣	154	1016702	73.4669
889	跳	154	1016856	73.4780
890	甜	154	1017010	73.4892
891	寂寞	154	1017164	73.5003
892	不去	153	1017317	73.5114
893	拒绝	153	1017470	73.5224
894	瞎	153	1017623	73.5335
895	英语	153	1017776	73.5445
896	同	152	1017928	73.5555
897	坑	152	1018080	73.5665
898	网上	152	1018232	73.5775
899	接	152	1018384	73.5885
900	师傅	152	1018536	73.5994
901	不得	151	1018687	73.6103
902	每	151	1018838	73.6213
903	开车	151	1018989	73.6322
904	同事	151	1019140	73.6431
905	不算	150	1019290	73.6539
906	晕	150	1019440	73.6648
