rank	word	freq	cum_freq	cum_pct
237	一次	2718	3274244	59.0884
238	阿	2714	3276958	59.1374
239	好多	2713	3279671	59.1863
240	它	2697	3282368	59.2350
241	幸福	2697	3285065	59.2837
242	真是	2678	3287743	59.3320
243	送	2667	3290410	59.3801
244	你好	2648	3293058	59.4279
245	拿	2642	3295700	59.4756
246	每天	2636	3298336	59.5232
247	特别	2635	3300971	59.5707
248	两个	2632	3303603	59.6182
249	胖	2632	3306235	59.6657
250	从	2631	3308866	59.7132
251	狗	2629	3311495	59.7607
252	不到	2624	3314119	59.8080
253	多少	2610	3316729	59.8551
254	嘿嘿	2606	3319335	59.9021
255	之前	2582	3321917	59.9487
256	天天	2573	3324490	59.9952
257	干嘛	2573	3327063	60.0416
258	不了	2572	3329635	60.0880
259	写	2567	3332202	60.1343
260	帮	2566	3334768	60.1806
261	休息	2550	3337318	60.2267
262	先	2548	3339866	60.2726
263	大家	2532	3342398	60.3183
264	不行	2510	3344908	60.3636
265	跑	2497	3347405	60.4087
266	求	2495	3349900	60.4537
267	天	2471	3352371	60.4983
268	羡慕	2461	3354832	60.5427
269	为	2459	3357291	60.5871
270	意思	2445	3359736	60.6312
271	发	2435	3362171	60.6752
272	哟	2430	3364601	60.7190
273	还好	2418	3367019	60.7627
274	快乐	2413	3369432	60.8062
275	哭	2411	3371843	60.8497
276	而且	2410	3374253	60.8932
277	还要	2409	3376662	60.9367
278	噢	2381	3379043	60.9797
279	您	2371	3381414	61.0224
280	美	2370	3383784	61.0652
281	中	2333	3386117	61.1073
282	这是	2324	3388441	61.1493
283	年	2323	3390764	61.1912
284	认识	2323	3393087	61.2331
285	以前	2315	3395402	61.2749
286	反正	2312	3397714	61.3166
287	呗	2301	3400015	61.3581
288	生活	2283	3402298	61.3993
289	笑	2279	3404577	61.4405
290	后	2264	3406841	61.4813
291	北京	2230	3409071	61.5216
292	原来	2229	3411300	61.5618
293	最后	2210	3413510	61.6017
294	直接	2203	3415713	61.6414
295	过来	2199	3417912	61.6811
296	估计	2194	3420106	61.7207
297	我家	2193	3422299	61.7603
298	当	2156	3424455	61.7992
299	下午	2141	3426596	61.8378
300	出去	2133	3428729	61.8763
301	开	2111	3430840	61.9144
302	哪个	2108	3432948	61.9524
303	冷	2107	3435055	61.9905
304	黑	2107	3437162	62.0285
305	衣服	2106	3439268	62.0665
306	只能	2092	3441360	62.1043
307	嘻嘻	2073	3443433	62.1417
308	恩	2070	3445503	62.1790
309	长	2069	3447572	62.2164
310	本来	2060	3449632	62.2535
311	当然	2038	3451670	62.2903
312	刚	2031	3453701	62.3270
313	唉	2026	3455727	62.3635
314	结婚	2024	3457751	62.4001
315	难道	2015	3459766	62.4364
316	不敢	1986	3461752	62.4723
317	在家	1972	3463724	62.5078
318	宝宝	1968	3465692	62.5434
319	高	1962	3467654	62.5788
320	有没有	1959	3469613	62.6141
321	机会	1956	3471569	62.6494
322	放假	1956	3473525	62.6847
323	滴	1955	3475480	62.7200
324	有人	1952	3477432	62.7552
325	行	1944	3479376	62.7903
326	脸	1938	3481314	62.8253
327	我会	1938	3483252	62.8603
328	男朋友	1926	3485178	62.8950
329	努力	1925	3487103	62.9298
330	该	1916	3489019	62.9643
331	这里	1896	3490915	62.9985
332	注意	1889	3492804	63.0326
333	陪	1875	3494679	63.0665
334	啊啊啊	1874	3496553	63.1003
335	忙	1866	3498419	63.1340
336	为了	1864	3500283	63.1676
337	居然	1851	3502134	63.2010
338	家	1830	3503964	63.2340
339	住	1819	3505783	63.2669
340	回复	1818	3507601	63.2997
341	男	1816	3509417	63.3324
342	前	1809	3511226	63.3651
343	为啥	1803	3513029	63.3976
344	饿	1790	3514819	63.4299
345	新	1789	3516608	63.4622
346	头发	1779	3518387	63.4943
347	看见	1776	3520163	63.5264
348	生日快乐	1774	3521937	63.5584
349	一般	1767	3523704	63.5903
350	出	1766	3525470	63.6221
351	放	1759	3527229	63.6539
352	额	1759	3528988	63.6856
353	小时	1758	3530746	63.7174
354	继续	1751	3532497	63.7490
355	猜	1750	3534247	63.7805
356	说话	1748	3535995	63.8121
357	关注	1740	3537735	63.8435
358	过去	1738	3539473	63.8748
359	热	1722	3541195	63.9059
360	毕业	1715	3542910	63.9369
361	辛苦	1701	3544611	63.9676
362	确实	1700	3546311	63.9982
363	减肥	1697	3548008	64.0289
364	同学	1696	3549704	64.0595
365	而已	1694	3551398	64.0900
366	几个	1690	3553088	64.1205
367	差不多	1688	3554776	64.1510
368	哥哥	1684	3556460	64.1814
369	啥时候	1682	3558142	64.2118
370	那种	1680	3559822	64.2421
371	周末	1670	3561492	64.2722
372	木有	1670	3563162	64.3023
373	名字	1664	3564826	64.3324
374	要是	1663	3566489	64.3624
375	头像	1662	3568151	64.3924
376	心情	1654	3569805	64.4222
377	赶紧	1654	3571459	64.4521
378	容易	1652	3573111	64.4819
379	恭喜	1636	3574747	64.5114
380	看来	1635	3576382	64.5409
381	起	1627	3578009	64.5703
382	事情	1620	3579629	64.5995
383	男人	1611	3581240	64.6286
384	你家	1600	3582840	64.6575
385	早上	1599	3584439	64.6863
386	肉	1599	3586038	64.7152
387	少	1597	3587635	64.7440
388	电影	1595	3589230	64.7728
389	每次	1591	3590821	64.8015
390	今年	1584	3592405	64.8301
391	上海	1584	3593989	64.8587
392	早点	1577	3595566	64.8871
393	诶	1576	3597142	64.9156
394	突然	1572	3598714	64.9439
395	哥	1572	3600286	64.9723
396	哼	1570	3601856	65.0006
397	虽然	1568	3603424	65.0289
398	这些	1561	3604985	65.0571
399	喔	1559	3606544	65.0852
400	不然	1557	3608101	65.1133
401	超级	1545	3609646	65.1412
402	腿	1543	3611189	65.1691
403	想要	1539	3612728	65.1968
404	今晚	1536	3614264	65.2246
405	漂亮	1535	3615799	65.2523
406	骂	1531	3617330	65.2799
407	妹子	1531	3618861	65.3075
408	找到	1523	3620384	65.3350
409	坐	1520	3621904	65.3624
410	并	1513	3623417	65.3897
411	怎么样	1503	3624920	65.4169
412	相信	1502	3626422	65.4440
413	怎么办	1501	3627923	65.4710
414	终于	1500	3629423	65.4981
415	考试	1496	3630919	65.5251
416	拉	1495	3632414	65.5521
417	结果	1492	3633906	65.5790
418	两天	1490	3635396	65.6059
419	好久	1483	3636879	65.6327
420	家里	1473	3638352	65.6593
421	忘	1468	3639820	65.6857
422	看着	1466	3641286	65.7122
423	样子	1459	3642745	65.7385
424	之后	1425	3644170	65.7642
425	卖	1425	3645595	65.7900
426	女	1424	3647019	65.8157
427	亲爱	1423	3648442	65.8413
428	干	1418	3649860	65.8669
429	期待	1415	3651275	65.8925
430	累	1413	3652688	65.9180
431	请问	1412	3654100	65.9435
432	姐	1411	3655511	65.9689
433	身体	1410	3656921	65.9944
434	祝	1405	3658326	66.0197
435	生日	1401	3659727	66.0450
436	里面	1394	3661121	66.0702
437	女人	1393	3662514	66.0953
438	重要	1376	3663890	66.1201
439	上课	1372	3665262	66.1449
440	成都	1372	3666634	66.1696
441	女朋友	1370	3668004	66.1944
442	错	1365	3669369	66.2190
443	心里	1356	3670725	66.2435
444	考	1355	3672080	66.2679
445	只要	1353	3673433	66.2923
446	那里	1348	3674781	66.3167
447	一年	1347	3676128	66.3410
448	连	1347	3677475	66.3653
449	搞	1344	3678819	66.3895
450	宿舍	1342	3680161	66.4138
451	眼睛	1339	3681500	66.4379
452	过年	1334	3682834	66.4620
453	办法	1330	3684164	66.4860
454	弄	1323	3685487	66.5099
455	猫	1316	3686803	66.5336
456	无聊	1315	3688118	66.5574
457	可怜	1312	3689430	66.5810
458	主要	1311	3690741	66.6047
459	刚刚	1310	3692051	66.6283
460	撒	1296	3693347	66.6517
461	其他	1291	3694638	66.6750
462	最好	1291	3695929	66.6983
463	或者	1285	3697214	66.7215
464	俩	1281	3698495	66.7446
465	就要	1279	3699774	66.7677
466	心疼	1266	3701040	66.7905
467	广州	1266	3702306	66.8134
468	这边	1265	3703571	66.8362
469	大学	1256	3704827	66.8589
470	昨晚	1255	3706082	66.8815
471	哪儿	1251	3707333	66.9041
472	世界	1245	3708578	66.9266
473	试试	1244	3709822	66.9490
474	女生	1240	3711062	66.9714
475	睡不着	1240	3712302	66.9938
476	打算	1238	3713540	67.0161
477	字	1238	3714778	67.0385
478	出门	1237	3716015	67.0608
479	越来越	1233	3717248	67.0830
480	而	1233	3718481	67.1053
481	理解	1229	3719710	67.1275
482	抱抱	1226	3720936	67.1496
483	饭	1224	3722160	67.1717
484	不好意思	1221	3723381	67.1937
485	有空	1219	3724600	67.2157
486	马上	1214	3725814	67.2376
487	晚	1212	3727026	67.2595
488	学	1212	3728238	67.2814
489	讲	1210	3729448	67.3032
490	地	1208	3730656	67.3250
491	赞	1208	3731864	67.3468
492	时	1208	3733072	67.3686
493	竟然	1201	3734273	67.3903
494	中午	1196	3735469	67.4119
495	呐	1193	3736662	67.4334
496	讨厌	1193	3737855	67.4549
497	毕竟	1192	3739047	67.4764
498	掉	1189	3740236	67.4979
499	那些	1185	3741421	67.5193
500	各种	1183	3742604	67.5406
501	倒	1181	3743785	67.5619
502	分	1179	3744964	67.5832
503	女神	1179	3746143	67.6045
504	下雨	1179	3747322	67.6258
505	一句	1178	3748500	67.6470
506	心	1176	3749676	67.6683
507	适合	1175	3750851	67.6895
508	完全	1171	3752022	67.7106
509	那边	1171	3753193	67.7317
510	明明	1169	3754362	67.7528
511	加	1156	3755518	67.7737
512	假	1151	3756669	67.7945
513	不够	1145	3757814	67.8151
514	客气	1141	3758955	67.8357
515	经常	1139	3760094	67.8563
516	可惜	1139	3761233	67.8768
517	情况	1135	3762368	67.8973
518	天气	1134	3763502	67.9178
519	推荐	1134	3764636	67.9382
520	欢迎	1130	3765766	67.9586
521	呦	1128	3766894	67.9790
522	人生	1126	3768020	67.9993
523	傻	1124	3769144	68.0196
524	车	1117	3770261	68.0397
525	够	1112	3771373	68.0598
526	总	1111	3772484	68.0799
527	有些	1104	3773588	68.0998
528	抢	1104	3774692	68.1197
529	老公	1100	3775792	68.1396
530	上次	1099	3776891	68.1594
531	遇到	1097	3777988	68.1792
532	梦	1088	3779076	68.1988
533	才能	1084	3780160	68.2184
534	永远	1083	3781243	68.2379
535	大概	1080	3782323	68.2574
536	超	1077	3783400	68.2769
537	图	1077	3784477	68.2963
538	坚持	1076	3785553	68.3157
539	小心	1071	3786624	68.3350
540	耍	1070	3787694	68.3543
541	算	1066	3788760	68.3736
542	抱	1066	3789826	68.3928
543	好玩	1056	3790882	68.4119
544	吖	1052	3791934	68.4309
545	年轻	1052	3792986	68.4498
546	单身	1051	3794037	68.4688
547	花	1048	3795085	68.4877
548	正常	1047	3796132	68.5066
549	别的	1046	3797178	68.5255
550	这次	1042	3798220	68.5443
551	第一次	1039	3799259	68.5631
552	帅	1037	3800296	68.5818
553	看过	1034	3801330	68.6004
554	后来	1029	3802359	68.6190
555	后面	1029	3803388	68.6376
556	是因为	1029	3804417	68.6561
557	电话	1028	3805445	68.6747
558	嗨	1028	3806473	68.6932
559	到底	1022	3807495	68.7117
560	晓得	1019	3808514	68.7301
561	站	1018	3809532	68.7484
562	外面	1018	3810550	68.7668
563	随便	1017	3811567	68.7852
564	们	1017	3812584	68.8035
565	关系	1015	3813599	68.8218
566	生	1014	3814613	68.8401
567	手	1012	3815625	68.8584
568	一些	1011	3816636	68.8766
569	仙女	1011	3817647	68.8949
570	明白	1011	3818658	68.9131
571	丑	1011	3819669	68.9314
572	妹妹	1011	3820680	68.9496
573	公司	1009	3821689	68.9678
574	变	1008	3822697	68.9860
575	不怕	1008	3823705	69.0042
576	不管	1007	3824712	69.0224
577	表情	1004	3825716	69.0405
578	慢慢	1002	3826718	69.0586
579	哎呀	1000	3827718	69.0766
580	真心	998	3828716	69.0946
581	听说	997	3829713	69.1126
582	总是	993	3830706	69.1306
583	祝福	993	3831699	69.1485
584	非常	991	3832690	69.1664
585	唱	990	3833680	69.1842
586	了解	989	3834669	69.2021
587	一张	989	3835658	69.2199
588	阿姨	987	3836645	69.2377
589	表示	982	3837627	69.2555
590	除了	981	3838608	69.2732
591	感冒	975	3839583	69.2908
592	有钱	974	3840557	69.3083
593	冬天	972	3841529	69.3259
594	早安	971	3842500	69.3434
595	夏天	970	3843470	69.3609
596	没什么	970	3844440	69.3784
597	差	969	3845409	69.3959
598	不吃	961	3846370	69.4132
599	路	957	3847327	69.4305
600	每个	957	3848284	69.4478
601	与	957	3849241	69.4650
602	成	954	3850195	69.4823
603	男生	954	3851149	69.4995
604	一个月	953	3852102	69.5167
605	舒服	953	3853055	69.5339
606	专业	952	3854007	69.5511
607	想想	952	3854959	69.5682
608	重庆	951	3855910	69.5854
609	到时候	951	3856861	69.6026
610	简直	947	3857808	69.6197
611	联系	947	3858755	69.6367
612	妈妈	946	3859701	69.6538
613	夸	945	3860646	69.6709
614	毛	940	3861586	69.6878
615	明年	936	3862522	69.7047
616	三个	934	3863456	69.7216
617	那天	934	3864390	69.7384
618	喊	933	3865323	69.7553
619	老板	929	3866252	69.7720
620	东北	925	3867177	69.7887
621	怪	924	3868101	69.8054
622	难过	923	3869024	69.8221
623	宝贝	922	3869946	69.8387
624	当时	919	3870865	69.8553
625	醒	917	3871782	69.8718
626	剪	917	3872699	69.8884
627	认真	916	3873615	69.9049
628	根本	915	3874530	69.9214
629	有个	914	3875444	69.9379
630	分手	911	3876355	69.9544
631	个人	911	3877266	69.9708
632	见到	910	3878176	69.9872
633	越	910	3879086	70.0036
634	开学	909	3879995	70.0200
635	下去	909	3880904	70.0365
636	拍照	906	3881810	70.0528
637	支持	905	3882715	70.0691
638	咱们	904	3883619	70.0854
639	岁	902	3884521	70.1017
640	不如	901	3885422	70.1180
641	好不好	897	3886319	70.1342
642	飞	896	3887215	70.1503
643	味道	895	3888110	70.1665
644	再说	894	3889004	70.1826
645	提前	893	3889897	70.1987
646	难	890	3890787	70.2148
647	久	890	3891677	70.2309
648	下来	887	3892564	70.2469
649	一种	886	3893450	70.2629
650	大哥	886	3894336	70.2789
651	蛮	885	3895221	70.2948
652	包	883	3896104	70.3108
653	武汉	879	3896983	70.3266
654	起床	876	3897859	70.3424
655	疼	873	3898732	70.3582
656	愿意	871	3899603	70.3739
657	却	871	3900474	70.3896
658	下班	871	3901345	70.4053
659	怎样	869	3902214	70.4210
660	画	869	3903083	70.4367
661	可怕	868	3903951	70.4524
662	去年	867	3904818	70.4680
663	便宜	865	3905683	70.4836
664	远	863	3906546	70.4992
665	棒	862	3907408	70.5148
666	成功	862	3908270	70.5303
667	麻烦	861	3909131	70.5458
668	确定	852	3909983	70.5612
669	丢	852	3910835	70.5766
670	就算	849	3911684	70.5919
671	早就	849	3912533	70.6072
672	考虑	844	3913377	70.6225
673	三	844	3914221	70.6377
674	介绍	841	3915062	70.6529
675	忘记	836	3915898	70.6680
676	路上	835	3916733	70.6830
677	绝对	835	3917568	70.6981
678	无	834	3918402	70.7132
679	想到	832	3919234	70.7282
680	喂	832	3920066	70.7432
681	对象	831	3920897	70.7582
682	日子	831	3921728	70.7732
683	快点	829	3922557	70.7881
684	养	829	3923386	70.8031
685	选择	824	3924210	70.8180
686	活动	824	3925034	70.8328
687	更好	821	3925855	70.8477
688	失眠	820	3926675	70.8625
689	没见	820	3927495	70.8773
690	深圳	819	3928314	70.8920
691	喝酒	818	3929132	70.9068
692	打电话	817	3929949	70.9215
693	找个	816	3930765	70.9363
694	洗	815	3931580	70.9510
695	辣	813	3932393	70.9656
696	姑娘	813	3933206	70.9803
697	杭州	812	3934018	70.9950
698	吓	805	3934823	71.0095
699	老婆	805	3935628	71.0240
700	简单	803	3936431	71.0385
701	实在	803	3937234	71.0530
702	果然	802	3938036	71.0675
703	学姐	802	3938838	71.0820
704	放心	801	3939639	71.0964
705	哪有	800	3940439	71.1108
706	票	799	3941238	71.1253
707	加班	797	3942035	71.1396
708	鬼	796	3942831	71.1540
709	乖	796	3943627	71.1684
710	美好	796	3944423	71.1827
711	旅游	789	3945212	71.1970
712	太阳	789	3946001	71.2112
713	这句	788	3946789	71.2254
714	呆	788	3947577	71.2397
715	赢	787	3948364	71.2539
716	睡着	787	3949151	71.2681
717	多久	786	3949937	71.2823
718	激动	786	3950723	71.2964
719	貌似	785	3951508	71.3106
720	算了	785	3952293	71.3248
721	电脑	783	3953076	71.3389
722	嘞	782	3953858	71.3530
723	猪	782	3954640	71.3671
724	刷	781	3955421	71.3812
725	骗	780	3956201	71.3953
726	所有	780	3956981	71.4094
727	直播	778	3957759	71.4234
728	我来	777	3958536	71.4374
729	贵	777	3959313	71.4515
730	班	776	3960089	71.4655
731	耶	775	3960864	71.4794
732	第一	775	3961639	71.4934
733	学生	775	3962414	71.5074
734	嫉妒	774	3963188	71.5214
735	也好	774	3963962	71.5354
736	儿子	771	3964733	71.5493
737	一只	770	3965503	71.5632
738	难受	768	3966271	71.5770
739	感情	767	3967038	71.5909
740	暑假	765	3967803	71.6047
741	没错	763	3968566	71.6184
742	那样	760	3969326	71.6322
743	再见	759	3970085	71.6459
744	如何	757	3970842	71.6595
745	新年快乐	757	3971599	71.6732
746	一切	756	3972355	71.6868
747	她们	756	3973111	71.7005
748	不让	754	3973865	71.7141
749	旁边	753	3974618	71.7277
750	故事	749	3975367	71.7412
751	感谢	746	3976113	71.7546
752	恩恩	745	3976858	71.7681
753	西安	744	3977602	71.7815
754	已	743	3978345	71.7949
755	接受	743	3979088	71.8083
756	决定	742	3979830	71.8217
757	敢	742	3980572	71.8351
758	清楚	739	3981311	71.8484
759	照顾	739	3982050	71.8618
760	水	737	3982787	71.8751
761	纠结	737	3983524	71.8884
762	信	735	3984259	71.9016
763	去过	734	3984993	71.9149
764	追	733	3985726	71.9281
765	躺	733	3986459	71.9413
766	我妈	729	3987188	71.9545
767	出现	727	3987915	71.9676
768	身边	726	3988641	71.9807
769	疯	723	3989364	71.9938
770	结束	723	3990087	72.0068
771	尴尬	723	3990810	72.0199
772	长得	721	3991531	72.0329
773	照	721	3992252	72.0459
774	熬夜	721	3992973	72.0589
775	爱情	720	3993693	72.0719
776	好久没	720	3994413	72.0849
777	下雪	719	3995132	72.0979
778	感动	717	3995849	72.1108
779	放弃	714	3996563	72.1237
780	害怕	713	3997276	72.1366
781	问问	712	3997988	72.1494
782	收到	711	3998699	72.1622
783	原因	706	3999405	72.1750
784	正在	705	4000110	72.1877
785	咬	705	4000815	72.2004
786	空调	704	4001519	72.2131
787	不同	703	4002222	72.2258
788	有时候	703	4002925	72.2385
789	没人	701	4003626	72.2511
790	俺	700	4004326	72.2638
791	基本	699	4005025	72.2764
792	书	696	4005721	72.2890
793	白	696	4006417	72.3015
794	变成	693	4007110	72.3140
795	安慰	693	4007803	72.3265
796	我刚	692	4008495	72.3390
797	南京	692	4009187	72.3515
798	运动	692	4009879	72.3640
799	兄弟	691	4010570	72.3765
800	离	690	4011260	72.3889
801	颜色	689	4011949	72.4013
802	高兴	687	4012636	72.4137
803	呜呜	686	4013322	72.4261
804	接	684	4014006	72.4385
805	说明	684	4014690	72.4508
806	坏	683	4015373	72.4631
807	抓	682	4016055	72.4754
808	菜	680	4016735	72.4877
809	游戏	680	4017415	72.5000
810	度	679	4018094	72.5122
811	不来	679	4018773	72.5245
812	寝室	676	4019449	72.5367
813	斤	676	4020125	72.5489
814	呃	674	4020799	72.5611
815	长大	672	4021471	72.5732
816	儿	671	4022142	72.5853
817	平时	670	4022812	72.5974
818	效果	670	4023482	72.6095
819	嘤	669	4024151	72.6215
820	头	668	4024819	72.6336
821	关心	667	4025486	72.6456
822	厦门	667	4026153	72.6577
823	教	666	4026819	72.6697
824	啥子	665	4027484	72.6817
825	没关系	664	4028148	72.6937
826	作业	662	4028810	72.7056
827	医院	662	4029472	72.7176
828	后天	662	4030134	72.7295
829	飞机	662	4030796	72.7415
830	担心	662	4031458	72.7534
831	留	660	4032118	72.7653
832	肿	659	4032777	72.7772
